API 10/UWI,District,Filed Date,Approved Date,Expired Date,State/Province,County/Parish,Operator Alias (Legacy),Lease Name,Well Number,Formation,Permit Depth,True Vertical Depth,Permit Type,Well Type,Drill Type,Well Status,Permit Status,Field,Operator (Reported),Amended Date,Contact Name,Contact Phone,Operator Address,Operator City,Operator State,Operator Zip,Operator City 30mi,Section,Operator City 50mi,Township,Range,Block,Survey,True Vertical Depth UOM,Abstract,WGID,H2S Area,Surface Hole Latitude (WGS84),Surface Hole Longitude (WGS84),OFS Region,Bottom Hole Latitude (WGS84),Bottom Hole Longitude (WGS84),Lease Number,Permit Depth UOM,Permit Number,DI Basin,DI Play,DI Subplay,Operator Company Name,Operator Ticker
4210336946,8,2021-12-20,2021-12-22,2023-12-22,TX,CRANE (TX),BLACKBEARD OPERATING,WADDELL TR A,3403,"CLEAR FORK,SAN ANGELO, UPPER,TUBB,WOLFCAMP",9000,9000,NewDrill,OIL & GAS,V,UNKNOWN,Active,SAND HILLS,"BLACKBEARD OPERATING, LLC",,SHANNON BURK,4322420050,"1751 RIVER RUN
SUITE 405",FORT WORTH,TX,76107,,22,Dallas,,,B21,"PSL / WADDELL, W N & CO",,1258,,true,31.4939948,-102.6612284,PERMIAN BASIN,31.4939948,-102.6612284,,ft,875462,CENTRAL BASIN PLATFORM,CENTRAL BASIN PLATFORM,,"BLACKBEARD OPERATING, LLC",
4210336947,8,2021-12-17,2021-12-22,2023-12-22,TX,CRANE (TX),BLACKBEARD OPERATING,LANDLUBBER,43,"CLEAR FORK,TUBB",9000,9000,NewDrill,OIL,V,UNKNOWN,Active,SAND HILLS,"BLACKBEARD OPERATING, LLC",,ANDREW STAMPS,7135025033,"1751 RIVER RUN
SUITE 405",FORT WORTH,TX,76107,,26,Dallas,,,B17,"O`NEAL, M C / MC KNIGHT, M B",,1107,,true,31.5565869,-102.7145599,PERMIAN BASIN,31.5565869,-102.7145599,,ft,875446,CENTRAL BASIN PLATFORM,CENTRAL BASIN PLATFORM,,"BLACKBEARD OPERATING, LLC",
4210336913,8,2021-11-17,2021-12-21,2023-12-21,TX,CRANE (TX),BLACKBEARD OPERATING,WADDELL TR A,4018H,MCKNIGHT,9000,,NewDrill,OIL & GAS,H,PERMITTED,Active,SAND HILLS,"BLACKBEARD OPERATING, LLC",,REGULATORY BLACKBEARD,4322420050,"1751 RIVER RUN
SUITE 405",FORT WORTH,TX,76107,,30,Dallas,,,B26,"PSL/WADDELL, W N & CO",,1273,19354713,true,31.5037031,-102.6287026,PERMIAN BASIN,31.4936284,-102.6246776,,ft,874614,CENTRAL BASIN PLATFORM,CENTRAL BASIN PLATFORM,,"BLACKBEARD OPERATING, LLC",
4210336943,8,2021-12-14,2021-12-20,2023-12-20,TX,CRANE (TX),BLACKBEARD OPERATING,STEDE BONNET,19,"CLEAR FORK,TUBB",9000,9000,NewDrill,OIL,V,UNKNOWN,Active,SAND HILLS,"BLACKBEARD OPERATING, LLC",,ANDREW STAMPS,7135025033,"1751 RIVER RUN
SUITE 405",FORT WORTH,TX,76107,,10,Dallas,,,B21,"PSL / MC KNIGHT, M B",,1114,,true,31.5358780,-102.6524993,PERMIAN BASIN,31.5358780,-102.6524993,,ft,875307,CENTRAL BASIN PLATFORM,CENTRAL BASIN PLATFORM,,"BLACKBEARD OPERATING, LLC",
4210336944,8,2021-12-15,2021-12-20,2023-12-20,TX,CRANE (TX),BLACKBEARD OPERATING,WADDELL TR A,3128,"CLEAR FORK,TUBB,WOLFCAMP",9000,9000,NewDrill,OIL & GAS,V,UNKNOWN,Active,SAND HILLS,"BLACKBEARD OPERATING, LLC",,SHANNON BURK,4322420050,"1751 RIVER RUN
SUITE 405",FORT WORTH,TX,76107,,20,Dallas,,,B21,"PSL / WADDELL, W N & CO",,1256,,true,31.5131388,-102.6442141,PERMIAN BASIN,31.5131388,-102.6442141,,ft,875342,CENTRAL BASIN PLATFORM,CENTRAL BASIN PLATFORM,,"BLACKBEARD OPERATING, LLC",
4210336938,8,2021-12-08,2021-12-15,2023-12-15,TX,CRANE (TX),BLACKBEARD OPERATING,WADDELL TR A,4008H,MCKNIGHT,9000,,NewDrill,OIL & GAS,H,UNKNOWN,Active,SAND HILLS,"BLACKBEARD OPERATING, LLC",,REGULATORY BLACKBEARD,4322420050,"1751 RIVER RUN
SUITE 405",FORT WORTH,TX,76107,,18,Dallas,,,B21,"PSL / WADDELL, W N & CO",,1254,,true,31.5022862,-102.6890039,PERMIAN BASIN,31.4809507,-102.6823372,,ft,875130,CENTRAL BASIN PLATFORM,CENTRAL BASIN PLATFORM,,"BLACKBEARD OPERATING, LLC",
4210336941,8,2021-12-09,2021-12-15,2023-12-15,TX,CRANE (TX),BLACKBEARD OPERATING,BUCCANEER,11,"CLEAR FORK,TUBB",9000,9000,NewDrill,OIL,V,UNKNOWN,Active,SAND HILLS,"BLACKBEARD OPERATING, LLC",,ANDREW STAMPS,7135025033,"1751 RIVER RUN
SUITE 405",FORT WORTH,TX,76107,,5,Dallas,,,B21,"PSL/THOMASON, MRS R",,312,,true,31.5407485,-102.7267352,PERMIAN BASIN,31.5407485,-102.7267352,,ft,875180,CENTRAL BASIN PLATFORM,CENTRAL BASIN PLATFORM,,"BLACKBEARD OPERATING, LLC",
4210336942,8,2021-12-13,2021-12-15,2023-12-15,TX,CRANE (TX),BLACKBEARD OPERATING,WADDELL TR A,3127,"CLEAR FORK,SAN ANGELO, UPPER,TUBB,WOLFCAMP",9000,9000,NewDrill,OIL & GAS,V,UNKNOWN,Active,SAND HILLS,"BLACKBEARD OPERATING, LLC",,REGULATORY BLACKBEARD,4322420050,"1751 RIVER RUN
SUITE 405",FORT WORTH,TX,76107,,20,Dallas,,,B21,"PSL / WADDELL, W N & CO",,1256,,true,31.5114027,-102.6525586,PERMIAN BASIN,31.5114027,-102.6525586,,ft,875245,CENTRAL BASIN PLATFORM,CENTRAL BASIN PLATFORM,,"BLACKBEARD OPERATING, LLC",
4210336931,8,2021-12-01,2021-12-15,2023-12-15,TX,CRANE (TX),BLACKBEARD OPERATING,WADDELL TR A,3154,"CLEAR FORK,SAN ANGELO, UPPER,TUBB,WOLFCAMP",9000,9000,NewDrill,OIL & GAS,V,PERMITTED,Active,SAND HILLS,"BLACKBEARD OPERATING, LLC",,REGULATORY BLACKBEARD,4322420050,"1751 RIVER RUN
SUITE 405",FORT WORTH,TX,76107,,20,Dallas,,,B26,"PSL / WADDELL, W N & CO",,1267,19355471,true,31.5242079,-102.6182440,PERMIAN BASIN,31.5242079,-102.6182440,,ft,874943,CENTRAL BASIN PLATFORM,CENTRAL BASIN PLATFORM,,"BLACKBEARD OPERATING, LLC",
4210336935,8,2021-12-06,2021-12-14,2023-12-14,TX,CRANE (TX),BLACKBEARD OPERATING,WADDELL TR 1,3805,"DEVONIAN,FUSSELMAN,SILURIAN,WICHITA-ALBANY,WOLFCAMP",10250,10250,NewDrill,OIL & GAS,V,PERMITTED,Active,"DUNE,RUNNING W,UNIVERSITY WADDELL,WADDELL","BLACKBEARD OPERATING, LLC",,VALERIE MOSS,4322420050,"1751 RIVER RUN
SUITE 405",FORT WORTH,TX,76107,,14,Dallas,,,B23,"PSL / WADDELL, W N",,1159,19355472,true,31.6113723,-102.4938360,PERMIAN BASIN,31.6113723,-102.4938360,,ft,875040,CENTRAL BASIN PLATFORM,CENTRAL BASIN PLATFORM,,"BLACKBEARD OPERATING, LLC",
4210336937,8,2021-12-08,2021-12-14,2023-12-14,TX,CRANE (TX),BLACKBEARD OPERATING,WADDELL TR A,3561,"CLEAR FORK,SAN ANGELO, UPPER,TUBB",9000,9000,NewDrill,OIL & GAS,V,UNKNOWN,Active,SAND HILLS,"BLACKBEARD OPERATING, LLC",,REGULATORY BLACKBEARD,4322420050,"1751 RIVER RUN
SUITE 405",FORT WORTH,TX,76107,,11,Dallas,,,B21,"PSL / WADDELL, W N & CO",,1243,,true,31.5305909,-102.6585033,PERMIAN BASIN,31.5305909,-102.6585033,,ft,875128,CENTRAL BASIN PLATFORM,CENTRAL BASIN PLATFORM,,"BLACKBEARD OPERATING, LLC",
4210336908,8,2021-11-09,2021-11-30,2023-11-30,TX,CRANE (TX),BLACKBEARD OPERATING,WADDELL TR A,3125,"CLEAR FORK,SAN ANGELO, UPPER,TUBB,WOLFCAMP",9000,9000,NewDrill,OIL & GAS,V,PERMITTED,Active,SAND HILLS,"BLACKBEARD OPERATING, LLC",,REGULATORY BLACKBEARD,4322420050,"1751 RIVER RUN
SUITE 405",FORT WORTH,TX,76107,,20,Dallas,,,B21,"PSL / WADDELL, W N & CO",,1256,19354710,true,31.5154081,-102.6474919,PERMIAN BASIN,31.5154081,-102.6474919,,ft,874402,CENTRAL BASIN PLATFORM,CENTRAL BASIN PLATFORM,,"BLACKBEARD OPERATING, LLC",
4210336936,8,2021-12-07,2021-12-13,2023-12-13,TX,CRANE (TX),BLACKBEARD OPERATING,WADDELL TR 1,4803H,,9000,,NewDrill,OIL & GAS,H,UNKNOWN,Active,DUNE,"BLACKBEARD OPERATING, LLC",,VALERIE MOSS,4322420050,"1751 RIVER RUN
SUITE 405",FORT WORTH,TX,76107,,10,Dallas,,,B25,"PSL / WADDELL, W N",,1179,,true,31.5732069,-102.4870942,PERMIAN BASIN,31.5910008,-102.4924165,,ft,875108,CENTRAL BASIN PLATFORM,CENTRAL BASIN PLATFORM,,"BLACKBEARD OPERATING, LLC",
4210336920,8,2021-11-15,2021-11-30,2023-11-30,TX,CRANE (TX),BLACKBEARD OPERATING,CROLEY ESTATE,44,"CLEAR FORK,TUBB",9000,9000,NewDrill,OIL,V,PERMITTED,Active,SAND HILLS,"BLACKBEARD OPERATING, LLC",,ANDREW STAMPS,7135025033,"1751 RIVER RUN
SUITE 405",FORT WORTH,TX,76107,,4,Dallas,,,B21,"PSL/MC KNIGHT, M B",,1111,19355466,true,31.5456346,-102.7088959,PERMIAN BASIN,31.5456346,-102.7088959,,ft,874570,CENTRAL BASIN PLATFORM,CENTRAL BASIN PLATFORM,,"BLACKBEARD OPERATING, LLC",
4210336925,8,2021-11-29,2021-12-01,2023-12-01,TX,CRANE (TX),BLACKBEARD OPERATING,WADDELL TR A,3300,"CLEAR FORK,SAN ANGELO, UPPER,WOLFCAMP",9000,9000,NewDrill,OIL & GAS,V,DUC,Active,SAND HILLS,"BLACKBEARD OPERATING, LLC",,REGULATORY BLACKBEARD,4322420050,"1751 RIVER RUN
SUITE 405",FORT WORTH,TX,76107,,18,Dallas,,,B26,"PSL / WADDELL, W N & CO",,1265,19355473,true,31.5349332,-102.6315153,PERMIAN BASIN,31.5349332,-102.6315153,,ft,874818,CENTRAL BASIN PLATFORM,CENTRAL BASIN PLATFORM,,"BLACKBEARD OPERATING, LLC",
4210336903,8,2021-11-03,2021-12-07,2023-12-07,TX,CRANE (TX),BLACKBEARD OPERATING,WADDELL TR A,4010H,MCKNIGHT,9000,,NewDrill,OIL & GAS,H,DUC,Active,SAND HILLS,"BLACKBEARD OPERATING, LLC",,REGULATORY BLACKBEARD,4322420050,"1751 RIVER RUN
SUITE 405",FORT WORTH,TX,76107,,18,Dallas,,,B21,"PSL/WADDELL, W N & CO",,1254,19354178,true,31.5043778,-102.6818010,PERMIAN BASIN,31.5245243,-102.6872761,,ft,874234,CENTRAL BASIN PLATFORM,CENTRAL BASIN PLATFORM,,"BLACKBEARD OPERATING, LLC",
4210336924,8,2021-11-29,2021-12-01,2023-12-01,TX,CRANE (TX),BLACKBEARD OPERATING,WADDELL TR A,3079,"CLEAR FORK,SAN ANGELO, UPPER,TUBB,WOLFCAMP",9000,9000,NewDrill,OIL & GAS,V,PERMITTED,Active,SAND HILLS,"BLACKBEARD OPERATING, LLC",,REGULATORY BLACKBEARD,4322420050,"1751 RIVER RUN
SUITE 405",FORT WORTH,TX,76107,,17,Dallas,,,B26,"PSL / WADDELL, W N & CO",,1264,19355707,true,31.5318852,-102.6284274,PERMIAN BASIN,31.5318852,-102.6284274,,ft,874817,CENTRAL BASIN PLATFORM,CENTRAL BASIN PLATFORM,,"BLACKBEARD OPERATING, LLC",
4210336904,8,2021-11-05,2021-12-07,2023-12-07,TX,CRANE (TX),BLACKBEARD OPERATING,WADDELL TR A,4004H,MCKNIGHT,9000,,NewDrill,OIL & GAS,H,PERMITTED,Active,SAND HILLS,"BLACKBEARD OPERATING, LLC",,REGULATORY BLACKBEARD,4322420050,"1751 RIVER RUN
SUITE 405",FORT WORTH,TX,76107,,30,Dallas,,,B26,"PSL/WADDELL, W N & CO",,1273,19354179,true,31.5030531,-102.6329249,PERMIAN BASIN,31.4920034,-102.6314749,,ft,874289,CENTRAL BASIN PLATFORM,CENTRAL BASIN PLATFORM,,"BLACKBEARD OPERATING, LLC",
4210336921,8,2021-11-23,2021-12-02,2023-12-02,TX,CRANE (TX),BLACKBEARD OPERATING,WATERLOGGED,7SD,ELLENBURGER,9000,9000,NewDrill,INJECTION,V,DRILLING,Active,SAND HILLS,"BLACKBEARD OPERATING, LLC",,JENNIFER KENNEDY,4324240050,"1751 RIVER RUN
SUITE 405",FORT WORTH,TX,76107,,20,Dallas,,,B26,"PSL / WADDELL, W N & CO",,1267,19355465,true,31.5148899,-102.6197599,PERMIAN BASIN,31.5148899,-102.6197599,,ft,874780,CENTRAL BASIN PLATFORM,CENTRAL BASIN PLATFORM,,"BLACKBEARD OPERATING, LLC",
4210336929,8,2021-12-01,2021-12-03,2023-12-03,TX,CRANE (TX),BLACKBEARD OPERATING,WADDELL TR A,3183,"JUDKINS,MCKNIGHT",9000,9000,NewDrill,OIL & GAS,V,PERMITTED,Active,SAND HILLS,"BLACKBEARD OPERATING, LLC",,REGULATORY BLACKBEARD,4322420050,"1751 RIVER RUN
SUITE 405",FORT WORTH,TX,76107,,29,Dallas,,,B26,"PSL / WADDELL, W N & CO",,1272,19355708,true,31.5013742,-102.6080860,PERMIAN BASIN,31.5013742,-102.6080860,,ft,874878,CENTRAL BASIN PLATFORM,CENTRAL BASIN PLATFORM,,"BLACKBEARD OPERATING, LLC",
4210336919,8,2021-11-23,2021-11-29,2023-11-29,TX,CRANE (TX),BLACKBEARD OPERATING,WADDELL TR 3,3810,"PENN UPPER,PENN.",9000,9000,NewDrill,OIL,V,PERMITTED,Active,"BLOCK 31, NW.,UNIVERSITY WADDELL","BLACKBEARD OPERATING, LLC",,VALERIE MOSS,4322420050,"1751 RIVER RUN
SUITE 405",FORT WORTH,TX,76107,,22,Dallas,,,B25,"PSL / WADDELL, W N",,1191,19355463,,31.5539521,-102.4928703,PERMIAN BASIN,31.5539521,-102.4928703,,ft,874772,CENTRAL BASIN PLATFORM,CENTRAL BASIN PLATFORM,,"BLACKBEARD OPERATING, LLC",
4210336916,8,2021-11-21,2021-11-29,2023-11-29,TX,CRANE (TX),BLACKBEARD OPERATING,WADDELL TR E,3761,"CLEAR FORK,MCKNIGHT,SAN ANDRES,TUBB",9000,9000,NewDrill,OIL,V,PERMITTED,Active,"DELL,SAND HILLS","BLACKBEARD OPERATING, LLC",,JENNIFER KENNEDY,4324240050,"1751 RIVER RUN
SUITE 405",FORT WORTH,TX,76107,,15,Dallas,,,4,H&TC RR CO,,157,19354936,true,31.3895339,-102.7411447,PERMIAN BASIN,31.3895339,-102.7411447,,ft,874719,CENTRAL BASIN PLATFORM,CENTRAL BASIN PLATFORM,,"BLACKBEARD OPERATING, LLC",
4210336914,8,2021-11-19,2021-11-23,2023-11-23,TX,CRANE (TX),BLACKBEARD OPERATING,WADDELL TR A,3027,"CLEAR FORK,SAN ANGELO, UPPER,TUBB,WOLFCAMP",9000,9000,NewDrill,OIL & GAS,V,PERMITTED,Active,SAND HILLS,"BLACKBEARD OPERATING, LLC",,REGULATORY BLACKBEARD,4322420050,"1751 RIVER RUN
SUITE 405",FORT WORTH,TX,76107,,17,Dallas,,,B21,"PSL / WADDELL, W N & CO",,1252,19354965,true,31.4982334,-102.7034958,PERMIAN BASIN,31.4982334,-102.7034958,,ft,874712,CENTRAL BASIN PLATFORM,CENTRAL BASIN PLATFORM,,"BLACKBEARD OPERATING, LLC",
4210336911,8,2021-11-15,2021-11-22,2023-11-22,TX,CRANE (TX),BLACKBEARD OPERATING,6 POUNDER SE,28,"CLEAR FORK,TUBB",9000,9000,NewDrill,OIL,V,PERMITTED,Active,SAND HILLS,"BLACKBEARD OPERATING, LLC",,ANDREW STAMPS,7135025033,"1751 RIVER RUN
SUITE 405",FORT WORTH,TX,76107,,4,Dallas,,,B21,"PSL/MC KNIGHT, M B",,1111,19354711,true,31.5373959,-102.7073626,PERMIAN BASIN,31.5373959,-102.7073626,,ft,874562,CENTRAL BASIN PLATFORM,CENTRAL BASIN PLATFORM,,"BLACKBEARD OPERATING, LLC",
4210336912,8,2021-11-17,2021-11-22,2023-11-22,TX,CRANE (TX),BLACKBEARD OPERATING,BUCCANEER,4,,9000,9000,NewDrill,OIL,V,PERMITTED,Active,ARMER,"BLACKBEARD OPERATING, LLC",,ANDREW STAMPS,7135025033,"1751 RIVER RUN
SUITE 405",FORT WORTH,TX,76107,,5,Dallas,,,B21,"PSL / THOMASON, MRS R",,312,19354712,true,31.5349837,-102.7193686,PERMIAN BASIN,31.5349837,-102.7193686,,ft,874625,CENTRAL BASIN PLATFORM,CENTRAL BASIN PLATFORM,,"BLACKBEARD OPERATING, LLC",
4210336909,8,2021-11-09,2021-11-18,2023-11-18,TX,CRANE (TX),BLACKBEARD OPERATING,WADDELL TR A,3110,"CLEAR FORK,SAN ANGELO, UPPER,TUBB,WOLFCAMP",9000,9000,NewDrill,OIL & GAS,V,PERMITTED,Active,SAND HILLS,"BLACKBEARD OPERATING, LLC",,REGULATORY BLACKBEARD,4322420050,"1751 RIVER RUN
SUITE 405",FORT WORTH,TX,76107,,19,Dallas,,,B21,"PSL / WADDELL, W N & CO",,1255,19354762,true,31.5114416,-102.6599949,PERMIAN BASIN,31.5114416,-102.6599949,,ft,874404,CENTRAL BASIN PLATFORM,CENTRAL BASIN PLATFORM,,"BLACKBEARD OPERATING, LLC",
4210336910,8,2021-11-10,2021-11-18,2023-11-18,TX,CRANE (TX),BLACKBEARD OPERATING,WADDELL TR A,3117,"CLEAR FORK,SAN ANGELO, UPPER,TUBB,WOLFCAMP",9000,9000,NewDrill,OIL & GAS,V,PERMITTED,Active,SAND HILLS,"BLACKBEARD OPERATING, LLC",,REGULATORY BLACKBEARD,4322420050,"1751 RIVER RUN
SUITE 405",FORT WORTH,TX,76107,,19,Dallas,,,B21,"PSL / WADDELL, W N & CO",,1255,19354763,true,31.5012669,-102.6601755,PERMIAN BASIN,31.5012669,-102.6601755,,ft,874411,CENTRAL BASIN PLATFORM,CENTRAL BASIN PLATFORM,,"BLACKBEARD OPERATING, LLC",
4210336905,8,2021-11-01,2021-11-09,2023-11-09,TX,CRANE (TX),BLACKBEARD OPERATING,STEDE BONNET E,9,"CLEAR FORK,TUBB",9000,9000,NewDrill,OIL,V,DUC,Active,"ARMER,SAND HILLS","BLACKBEARD OPERATING, LLC",,ANDREW STAMPS,7135025033,"1751 RIVER RUN
SUITE 405",FORT WORTH,TX,76107,,7,Dallas,,,B26,"PSL / MC KNIGHT, M B",,1123,19354240,true,31.5389268,-102.6475891,PERMIAN BASIN,31.5389268,-102.6475891,,ft,874134,CENTRAL BASIN PLATFORM,CENTRAL BASIN PLATFORM,,"BLACKBEARD OPERATING, LLC",
4210336889,8,2021-10-04,2021-11-08,2023-11-08,TX,CRANE (TX),BLACKBEARD OPERATING,WADDELL TR A,3153,"CLEAR FORK,SAN ANGELO, UPPER,TUBB,WOLFCAMP",9000,9000,NewDrill,OIL & GAS,V,PERMITTED,Active,SAND HILLS,"BLACKBEARD OPERATING, LLC",,REGULATORY BLACKBEARD,4322420050,"1751 RIVER RUN
SUITE 405",FORT WORTH,TX,76107,,17,Dallas,,,B26,"PSL/WADDELL, W N & CO",,1264,19352611,true,31.5251746,-102.6220275,PERMIAN BASIN,31.5251746,-102.6220275,,ft,873360,CENTRAL BASIN PLATFORM,CENTRAL BASIN PLATFORM,,"BLACKBEARD OPERATING, LLC",
